(( 48700 39000 40222 500 274601 53.2 7.6 215 165 475 181 7.5 118 91 237 155 7.5 7.8 6.5 54 13 210 1944 1502 13.59 ))
(( 46318.3 39000 40232.6 499.5 261951 56.7 7.5 187 137 329 109 7.5 85 61 274 68 7.3 6 5.2 55 6 220 1711 1317 13.03 ))
(( 30607.1 30151.9 27348.7 189.7 150481 45.2 ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? 230 1913 1468 34.37 ))
(( 48328 39000 39233.9 492.9 234441 55.5 7.7 135 91 291 104 7.5 136 53 141 65 7.4 4.8 1.6 47 7 210 1864 1435 13.37 ))
(( 50500.5 39000 41233.1 515.7 256701 42.8 7.6 114 92 1000 768 7.6 112 83 329 72 7.5 6.8 5.6 55 16 196 1674 1252 14.2 ))
(( 47701.3 39000 40074.3 501.5 283561 46.1 ? ? ? 290 ? ? ? ? 208 ? ? ? ? 27 ? 240 2230 1710 17.44 ))
(( 44949.5 39000 39037.9 492.6 252301 34.6 7.6 121 76 235 103 7.5 60 42 145 71 7.6 3.6 3 10 4 240 1754 1300 12.55 ))
(( 34360 33898 26218 188 162281 56.4 7.7 62 30 100 98 7.5 62 30 100 46 7.5 10 7 30 7 233 1949 1470 25.27 ))
(( 20500 19883 18065 0 129841 13 7.6 313 37 27 ? 7.7 98 20 27 ? 7.2 8 4 9 ? 383 2589 1874 225.67 ))
(( 22752 21964.4 18091.9 0 119971 ? 7.5 91 19 64 ? 7.7 46 13 36 ? 7.2 6.4 3.6 18 ? 383 2908 1959 286.82 ))
(( 23541.3 22755.6 17932.6 0 125871 0 7.5 136 35 53 ? 7.6 49 14 62 ? 7.4 8 3.6 10 ? 310 2718 1807 207.01 ))
(( 22883.1 22046 18343.5 0 96451 0 7.3 93 37 157 ? 7.3 67 42 92 ? 7.3 6.4 2.8 9 ? 320 3134 2005 307.97 ))
(( 22043.5 21256.2 18205.8 0 121691 0 ? ? ? 180 ? ? ? ? 161 ? ? ? ? 19 ? 330 3294 2100 179.76 ))
(( 23662.9 22891 18150.3 0 143151 0 7.6 77 51 180 73 7.7 40 30 152 54 7.6 5.2 4 66 5 310 2936 1878 341.99 ))
(( 46080 39000 36195.7 337.7 178111 29.5 7.5 128 81 258 69 7.4 97 60 175 80 7.5 9.3 6.9 43 7 280 2978 1921 17.46 ))
(( 52255.8 39000 40182.1 510.1 193251 47.3 7.4 131 91 290 194 7.4 68 47 90 75 7.2 24.4 16.8 36 20 260 2650 1720 10.45 ))
(( 52380.6 39000 39499.2 443.3 240541 48.1 7.4 261 118 347 121 7.3 91 55 155 80 7.3 9.6 6.4 18 6 220 2380 1570 13.49 ))
(( 51820.1 39000 39860.6 496.3 214171 51 7.6 164 112 258 134 7.5 68 44 156 67 7.2 7.6 7.2 27 10 210 2321 1554 12.81 ))
(( 54088.6 39000 40604.7 516.2 181621 50.1 7.6 162 111 292 156 7.4 76 53 210 91 7.3 6.4 3.2 27 18 210 2476 1675 14.13 ))
(( 50644.2 50043.2 40249.2 509.2 219561 47.8 ? ? ? 242 ? ? ? ? 196 ? ? ? ? 46 ? 210 2514 1699 16.41 ))
(( 47100.2 46498.9 38932.4 496.6 215971 44.6 7.5 111 84 261 120 7.5 58 43 177 58 7.3 4.4 3.2 37 8 210 2050 1410 10.85 ))
(( 52882.6 52244.6 40890.8 518.2 198451 47 7.3 168 121 387 165 7.2 74 52 221 108 7.5 12.8 8.2 60 21 210 2320 1606 12.36 ))
(( 48480 47884.4 37792.4 620.7 202271 45.6 7.5 209 164 453 197 7.5 72 51 226 90 7.4 10.8 8.4 63 21 210 2218 1559 10.78 ))
(( 49474.6 48885.1 39959.8 678.9 258081 53.4 7.6 134 108 292 77 7.4 90 59 237 38 7.3 10.8 8 64 20 190 1907 1364 8.79 ))
(( 48352.1 47759.2 40287.1 677.6 224771 47.4 7.7 136 109 417 200 7.5 78 62 213 114 7.5 10.4 7.2 62 26 210 2088 1505 8.6 ))
(( 47170 46570 40123 688 219791 52 7.7 129 107 466 122 7.7 56 40 210 56 7.7 9.2 6.4 46 22 230 2194 1607 8.91 ))
(( 45896.2 45293.6 39840 679.1 229331 38.8 ? ? ? 287 ? ? ? ? 206 ? ? ? ? 18 ? 270 2457 1772 11.97 ))
(( 43846.5 43258.8 39234.6 675.9 209991 47.8 7.4 97 82 260 126 7.4 60 45 152 79 7.3 9.2 6.5 45 23 210 1734 1290 8.77 ))
(( 47388.2 46779.7 40625.2 693.6 215231 28.1 7.7 222 157 498 219 7.6 88 57 222 113 7.4 19.4 10.1 38 21 230 1937 1434 8.49 ))
(( 47170 46571 40441 685 224691 50 7.7 177 131 402 182 7.6 96 61 291 75 7.6 32.4 23.6 85 39 240 1920 1425 6.87 ))
(( 46349.1 45740.2 40227.3 689.6 232041 46 7.8 128 93 296 150 7.7 82 60 197 88 7.7 27.6 19.6 24 18 250 1870 1402 7.03 ))
(( 45345.1 44736.3 40085.6 679.3 236581 29.9 7.4 172 137 429 114 7.3 95 69 310 77 7.3 40.4 32 128 40 260 1783 1343 6 ))
(( 46850.1 46242.5 40812.7 696.3 224181 40.6 7.6 165 130 296 185 7.5 95 72 206 122 7.5 14.8 12 27 23 280 1800 1350 8.02 ))
(( 43499 42898 40356.9 689.6 248051 38.9 ? ? ? 338 ? ? ? ? 246 ? ? ? ? 55 ? 430 2190 1646 12.94 ))
